SRNo P0                 error_P0  rndm1    P1             error_P1  rndm2
462   0.44863544246            3  kbm+03     7.08E-16           7  kbm+03 
463   2.9193969868             3  ebvb01     2.0336E-14        15  ebvb01 
464   0.67608189374            8  mlc+01     5.76E-16          14  mlc+01 
465   0.422447188684          16  smd93      3.5757E-15        11  smd93 

466   0.0263096769824          7  nbb+14     6.3E-20            7  nbb+14 
467   0.628305878552           7  jbo+09     0.2248E-15         2  jbo+09 
468   0.197107608187          15  nmc81      5.8335E-15         7  nmc81 
469   0.62036503134           12  cwp+17     1.00581E-13        4  cwp+17 
470   1.3474021612             4  nmc81      1.327E-15         16  nmc81 

471   0.616270272343          16  kbm+03     6.57E-16           4  kbm+03 
472   1.18499893354            3  dmk+93     4.300E-15          1  dmk+93 
473   0.062800077              6  htg+14     8.6E-15            6  htg+14 
474   0.005109272904279        2  ncb+15     0.0018E-18         2  ncb+15 
475   3.63132                 53  slr+14                       0  

476   0.00339270965933         4  kjr+11     3.7E-21           10  kjr+11 
477   0.396586748928           5  kbm+03     9.904E-16         19  kbm+03 
478   0.2809053015394         18  kmj+96     1.96673E-15       20  kmj+96 
479   0.3511                   0  bbb+12                       0  
480   0.194938267113           4  cwp+17     2.183720E-14       8  cwp+17 

481   0.063192941526           8  wmp+00     1.58266E-14        4  wmp+00 
482   2.7179341360             3  hfs+04     2.33E-15           7  hfs+04 
483   0.252773323418           6  lfl+06     9.0E-18           10  lfl+06 
484   1.5165309654            12  nmc81      3.4E-16            5  nmc81 
485   1.7993956675             4  kbm+03     1.558E-13          2  kbm+03 

486   0.558252726401           7  jml+95     2.0640E-15         5  jml+95 
487   0.793348                21  slr+14                       0  
488   0.064961851894           3  mlc+01     3.14596E-14       13  mlc+01 
489   0.33421283978            6  nmc81      8.24E-16           3  nmc81 
490   0.82048420411           16  nmc81      2.841E-15          8  nmc81 

491   0.88081962549            2  jml+95     4.60876E-14        6  jml+95 
492   1.656439759937           3  hlk+04     2.492785E-15      20  hlk+04 
493   0.259776659501           9  mlc+01     7.235E-15          5  mlc+01 
494   0.86794888009            5  kmk+18     0.985E-15          5  kmk+18 
495   0.943157882843           7  antt94     7.9536E-15         4  antt94 

496   0.50509714918            5  kbm+03     1.251E-14          3  kbm+03 
497   1.1552719604             3  kbm+03     2.4E-16            7  kbm+03 
498   0.40796298356            9  wje11      4.0202200E-12     17  wje11 
499   2.2805971963             7  nmc81      3.67E-15           4  nmc81 
500   0.00555                  0  rb13                         0  

501   0.53578313115            3  nmc81      2.7669E-15        12  nmc81 
502   0.244838478401           7  dsb+98     6.54E-17           2  dsb+98 
503   0.64023374765            3  mlc+01     6.460E-15          8  mlc+01 
504   0.271434052199           3  wmp+00     5.25308E-15        8  wmp+00 
505   0.232976432603           2  dsb+98     2.75002E-15        3  dsb+98 

506   0.00241                  0  hrm+11                       0  
507   0.185559973402          11  kbm+03     9E-18              5  kbm+03 
508   0.13547685441           17  rkp+11     7.52566E-13       17  rkp+11 
509   0.47909858452            7  kbm+03     6.2E-16            3  kbm+03 
510   0.00310221391893416     16  nbb+14     6.08990E-20       20  nbb+14 

511   0.0026303807397848       8  lfl+06     4.01E-21           9  lfl+06 
512   0.00420160911810769     18  abb+18     6.955E-21         18  abb+18 
513   0.358161                 8  kkl+15                       0  
514   0.88755                  1  kbj+18                       0  
515   0.202736911853           3  jml+95     2.8128E-16         8  jml+95 

516   0.5794164380             2  dsb+98     3.302E-15          4  dsb+98 
517   0.51598351050           11  kbm+03     1.1E-17            5  kbm+03 
518   1.062880                 5  bb10                         0  
519   0.162323475501           3  kbm+03     1.589E-17         19  kbm+03 
520   0.68098383242            6  mlc+01     9.52E-16           7  mlc+01 

521   0.2563527993088          8  dsb+98     4.5968E-16         2  dsb+98 
522   0.3254                   0  bbb+12                       0  
523   0.175166247082          10  kbm+03     6.8E-17            4  kbm+03 
524   1.02287514082            9  jml+95     4.52E-16           2  jml+95 
525                           0                              0  

526    0.114943                0  sbd+11     7.93e-14           0  sbd+11 
527   1.187913065936           3  hlk+04     3.733837E-15       9  hlk+04 
528   0.36470557624            2  smd93      8.2151E-15        15  smd93 
529   0.55621605570            2  dsb+98     7.17E-17           4  dsb+98 
530   0.117563794023           3  mlc+01     1.24784E-14        5  mlc+01 

531   0.538431789013           4  dsb+98     1.9602E-15         2  dsb+98 
532   0.291467536511           4  hlk+04     4.6346E-16         5  hlk+04 
533   0.3938988148378          7  mks+10     4.30737E-15       13  mks+10 
534   0.00507                  0  rap+12                       0  
535   0.55838338569           10  mlc+01     7.8E-17           35  mlc+01 

536   0.675646047064           8  dsb+98     6.953E-16          2  dsb+98 
537   0.68535848563            4  bbb+12     0.485E-15          2  bbb+12 
538   0.98778306934           16  mlc+01     -3.8E-17          89  mlc+01 
539   0.85066494337            4  mlc+01     3.0835E-14         7  mlc+01 
540   0.27337242988            3  nmc81      1.7941E-15        11  nmc81 

541   0.00372                  0  mlb+12                       0  
542   3.5599372320             7  lfl+06     1.110E-14         13  lfl+06 
543   3.2410285031             8  kbm+03     2.7E-15            4  kbm+03 
544   0.101633196293           2  ncb+15     10278.4E-18       10  ncb+15 
545   1.7898294664             5  hfs+04     1.3E-15            3  hfs+04 

546   0.37656956576            5  kbm+03     6.685E-15         19  kbm+03 
547   2.34348                  5  kkl+15                       0  
548   0.28201171065            3  kbm+03     5.59E-16           5  kbm+03 
549   0.288409420325           8  hfs+04     2.6451E-14         5  hfs+04 
550   1.0379310509             9  dsb+98     1.02E-15           2  dsb+98 

551   0.04358922706284        12  eb01b      1.43E-19          10  eb01b 
552   0.400522048340           4  smd93      3.9313E-15         3  smd93 
553   0.66748553354            6  kbm+03     2.4E-17            4  kbm+03 
554   0.5250742392             3  dsb+98     2.817E-15          6  dsb+98 
555   0.59213602908            5  kbm+03     3.555E-15         11  kbm+03 

556   0.452800508195          19  nmc81      2.1265E-15         9  nmc81 
557   0.3088608620097         19  ebvb01     2.1708E-16        19  ebvb01 
558   0.00484                  0  rap+12                       0  
559   0.440590723652          14  cpw+16     3.2695145E-12     10  cpw+16 
560   0.424130748816          12  gha13      2.224E-17         17  gha13 

561   0.2797673308446          9  dsb+98     7.2585E-16         2  dsb+98 
562   4.2370102164            18  hfs+04     4.3E-16           11  hfs+04 
563   0.433083926199          17  kbm+03     2.57E-16           8  kbm+03 
564   0.90982270118            4  kbm+03     5.34E-17          15  kbm+03 
565   0.63641413680            5  ebvb01     1.15E-16           4  ebvb01 

566   6.355                    9  bbj+11                       0  
567   0.37404678583            5  mlc+01     1.6819E-14         7  mlc+01 
568   0.003539375658423        3  lfl+06     1.62E-21          19  lfl+06 
569   0.78921201205            8  mlc+01     8.0E-17           12  mlc+01 
570   1.0811635266            13  kbm+03     1.5E-16            5  kbm+03 

571   0.58576120812            4  mlc+01     2.0196E-14        11  mlc+01 
572   0.2164762031209         14  smd93      4.95332E-15        9  smd93 
573   1.018452868182          15  dsb+98     2.06340E-15       15  dsb+98 
574   0.626323941978          18  kbm+03     2.88E-16           8  kbm+03 
575   0.4196177915             3  nmc81      9.46E-16          15  nmc81 

576   6.1930040852             5  jcs+17     7.05E-15           1  jcs+17 
577   0.001686375410273       12  rrb+15     1.11E-20          12  rrb+15 
578   0.03452783464780         2  btb+15     18.74E-20          7  btb+15 
579   0.44457796               6  ncb+15                       0  
580   0.003683878711077        3  rrc+11     2.280E-20         14  rrc+11 

581   0.87723907778            4  jbo+09     0.0380E-15        17  jbo+09 
582   1.3512362992             6  kbm+03     1.4E-15           25  kbm+03 
583   1.8729943770             2  jbo+09     0.014E-15          5  jbo+09 
584   0.0882819082341          4  clm+01     8.1E-19            3  clm+01 
585   0.5647593892             4  kbm+03     6.92E-15          16  kbm+03 

586   0.75689193363            7  kbm+03     3.878E-15         18  kbm+03 
587   0.569242225079           8  kmk+18     0.866E-15          3  kmk+18 
588   0.63823381               1  nmc81                        0  
589   0.256777653406          12  kbm+03     1.97E-16           4  kbm+03 
590   0.294759771191           4  ebvb01     1.556E-16          4  ebvb01 

591   2.11097411794           14  kbm+03     2.19E-15           4  kbm+03 
592   1.11859068945            4  hlk+04     1.4456E-15         4  hlk+04 
593   1.3824491030388         10  hlk+04     9.60049E-16        3  hlk+04 
594   1.3019081139             4  nmc81      1.1892E-14        17  nmc81 
595   0.51224209318           11  nmc81      1.739E-15          7  nmc81 

596   1.3100                   0  ttol16                       0  
597   0.47122487769           16  kbm+03     8.0E-17            7  kbm+03 
598   0.388480921041           5  smd93      4.5006E-15         2  smd93 
599   0.275207111323           4  ebvb01     9.998E-16          4  ebvb01 
600   0.14727431048            2  ncb+15     4.4E-18            8  ncb+15 

601   1.5468189400             3  kel+09     7.18E-15          10  kel+09 
602   2.2830933508             3  mlc+01     1.092E-14          5  mlc+01 
603   0.473870557518           4  bfrs18     8.8892E-17         9  bfrs18 
